death_rate,incidence,median_income,population_2015,poverty_pct,median_age,private_insurance_pct,urban_rural,income_category
284.7883728,423.9,45464,20366,14.7,50.9,68,0,Medium
205.1835097,502.3,41770,142799,16.7,40.5,59.2,1,Low
248.6959967,490.6,34665,45437,24.7,39.9,48.7,0,Low
188.5288047,409.6,30414,134197,33.1,35.2,43.4,1,Low
258.2881057,520.3,39606,91758,19.4,43.6,61,1,Low
226.3874315,508.1,44973,139142,18,40.3,59.1,1,Low
245.5189034,443.9,35629,66390,21.5,43.3,53.4,0,Low
213.4203754,454.3,33876,63724,29,39.2,51.2,0,Low
225.2949956,487.8,32782,35509,28.9,39.1,47.7,0,Low
227.2951873,495.6,41921,60714,16.5,41.8,64.3,0,Low
245.9493862,460.9,45065,46351,13.8,44.7,65.2,0,Medium
269.4417332,481.1,37915,72743,18.9,42.7,58,0,Low
270.195372,516.6,34788,14434,19.3,40.7,51.9,0,Low
255.9392972,396.8,44490,33211,16.2,50.1,62.8,0,Low
319.4103194,431,32773,4070,28.3,44.4,50.1,0,Low
122.5633244,429.7,64381,222742,10.8,37.2,74.3,1,Medium
237.8388081,490.4,33609,44568,27,40,50.1,0,Low
109.9396796,451.4,66950,1024198,11.5,35.3,75.9,1,Medium
282.8082362,447.7,33869,20155,22.8,46.1,51.7,0,Low
266.4513524,453.6,32867,12385,26.8,45.1,53.1,0,Low
130.4199902,414,41942,52906,26.2,29.5,77.7,0,Low
207.8432636,458.6,36890,124132,23.3,36.7,58.7,1,Low
252.5473709,441.2,33398,68502,23.4,43.7,58.3,0,Low
236.189637,452.4,39268,81714,23.9,39.9,56.4,1,Low
236.7965944,449.1,40801,37585,17.2,42.9,60.3,0,Low
278.614886,512.6,35974,17587,20.6,46.2,57.2,0,Low
254.3450615,405.2,45710,2359,10.2,47.6,78.8,0,Medium
279.3044418,479.1,52376,11099,10.3,42.8,81.6,0,Medium
177.6988005,462.9,39342,6753,29.9,31,47.6,0,Low
282.906492,430.4,56965,6716,9.7,46,79.7,0,Medium
364.298725,472.9,60946,3294,7.4,43.6,86.2,0,Medium
216.6377816,448.3,62875,2308,8.3,36.5,79.6,0,Medium
147.3260853,438.9,66734,92991,8.2,36.8,83.5,1,Medium
115.4438173,462.5,53755,171512,11.3,31.9,81.5,1,Medium
339.6029258,406.8,54057,3828,9,50.8,86.6,0,Medium
235.1097179,320.2,51817,5104,11.7,43.2,82.7,0,Medium
163.2653061,330.6,67344,2450,8.3,51.7,83.4,0,Medium
150.6672406,355.6,72018,4646,9.5,41.7,66.8,0,Medium
422.832981,532.1,47596,2365,10.7,48.3,75.6,0,Medium
323.3392122,352.4,44282,3402,13.2,51.2,80,0,Low
297.9737783,516.2,54593,3356,8,46.9,84,0,Medium
271.00271,403,53420,1845,10.7,41,75.2,0,Medium
139.6017824,462.5,50435,70916,16.7,29.4,81.1,0,Medium
335.0083752,385.4,39679,2388,16.1,53.6,77.1,0,Low
475.3673293,535.5,51192,2314,9.5,51.8,81.9,0,Medium
295.8579882,481.5,50038,2704,11.1,48.4,81.2,0,Medium
165.4944146,336.1,46923,2417,14.1,47,76.1,0,Medium
242.4242424,370.5,53721,4125,9.7,48.5,82,0,Medium
206.7183463,360.6,44696,1935,11.9,51.8,82.8,0,Low
217.8284182,429.1,48887,5968,12.3,43.3,76.9,0,Medium
289.9601305,424.9,40258,2759,13,53.4,83.9,0,Low
70.16996725,254.7,81209,12826,8.6,32.2,70.1,0,High
225.7799672,515.6,56616,9744,10.1,47.1,78,0,Medium
192.0253022,482,74047,8853,7.3,45.6,82.6,0,Medium
184.7575058,487.9,54637,30310,9.2,38.9,82.9,0,Medium
164.5532862,485.1,66807,10331,9.3,34.8,72.8,0,Medium
438.0053908,436,45040,2968,10.8,52.8,75.9,0,Medium
162.5135428,338.6,62010,1846,10.6,48.5,80.1,0,Medium
310.2524327,381.4,56298,7091,8.9,47.2,79.7,0,Medium
231.9109462,357.4,39572,4312,11.6,46.9,79.1,0,Low
232.1582115,436.3,51097,11630,12.3,42.5,75.8,0,Medium
293.6857562,447,56270,5448,8.4,44.5,83.6,0,Medium
233.3722287,403.5,60957,2571,7.7,39.9,87.9,0,Medium
170.7108889,456.9,57177,16402,9.7,38.9,82.7,0,Medium
177.4865179,474.1,35630,14649,31.6,30.3,35.8,0,Low
283.7977296,579.7,58467,3876,7.3,45.3,88.8,0,Medium
305.3435115,374.8,44990,1310,16.1,52,67.9,0,Low
137.2997712,481.1,33950,4370,33.6,27,36.8,0,Low
133.7314176,425.7,76672,32154,7.6,35,83.3,0,High
204.4989775,341.9,59408,1956,7.1,50.2,84.8,0,Medium
251.1491257,471,53333,21103,11.6,40.6,77.7,0,Medium
308.0985915,527.4,51961,2272,10.9,48.5,76.1,0,Medium
237.0851011,475.3,58995,8014,8.9,41.4,83.1,0,Medium
178.8714835,475,54366,55347,13.1,37.7,73.1,0,Medium
208.1400429,454.6,49626,203709,13,42.2,67.6,1,Medium
223.0161801,445.2,41450,43943,18.1,38.8,60.8,0,Low
276.6776976,468.1,36409,18433,20.4,41.4,52,0,Low
287.9355024,430.8,36176,20838,22.7,41.4,48.7,0,Low
379.9965898,490.9,37873,41053,14.9,51.5,60.3,0,Low
150.1970585,401,57408,249672,11.9,35,68.5,1,Medium
274.0314868,426.3,39779,37222,16.9,41.4,59.2,0,Low
297.4580855,456.2,32734,11094,27.4,40.6,46.5,0,Low
286.8617326,364.5,39493,5229,18,44.9,57.1,0,Low
238.2327462,380.4,36964,27704,17.9,44.2,54.4,0,Low
344.6086878,403.9,29541,11027,32.1,43.4,40.4,0,Low
203.2430522,401.9,38504,22633,21.5,34,65.3,0,Low
205.0113895,398.5,35049,13170,25,44.9,56,0,Low
357.4028725,433.2,33826,15109,19.9,43.8,53.8,0,Low
325.9119645,460.8,40555,25467,15.2,47.1,58.6,0,Low
216.5804356,462.3,43201,8311,16.6,42.4,59.5,0,Low
257.1120511,414.9,37495,24114,24.1,36,60.5,0,Low
223.6072125,443.9,42348,21019,18.3,40.7,58.3,0,Low
179.1977308,387.1,42851,104354,22.3,33.5,58.2,1,Low
217.1693435,439.8,43466,61703,16.6,38.8,57.4,0,Low
238.9559463,389.9,35455,48963,27.3,34.6,52,0,Low
295.0705855,433.4,38597,17284,22.3,40.1,54.2,0,Low
368.2272488,472.7,34018,7604,21,43.4,55.1,0,Low
255.3191489,453.8,36620,24675,24.9,41.1,56,0,Low
259.0890096,455.6,33028,11965,27.3,39.4,44,0,Low
223.6659921,455.8,36801,18778,24,37.5,54,0,Low
142.3259181,449,51436,121552,14.7,31.6,69,1,Medium
271.1558016,396.3,40404,17702,17.5,40.4,55.8,0,Low
286.791216,394.1,33347,12204,22.6,48,55.7,0,Low
300.4826245,464.4,40621,97177,18.7,44.1,56.3,1,Low
215.4458071,502.9,46067,18102,13.3,39.6,67.7,0,Medium
212.6889311,414.1,42572,44196,16.3,38.3,58.7,0,Low
226.4082594,380.6,33136,22084,24.4,39.1,48.2,0,Low
248.309699,422.1,37831,33426,18.7,40.9,58.1,0,Low
265.5846551,477.4,35940,13555,19.5,43.8,60.3,0,Low
278.1954887,434.6,37336,13300,18.8,38.6,51.6,0,Low
207.8160423,438.6,41085,37052,18.6,38.7,57.6,0,Low
312.3837858,420,32744,13445,22,48.1,53.1,0,Low
299.9192525,532.1,32427,17338,25.1,41,49.5,0,Low
244.5329421,502.1,35927,71565,26.8,38.5,56.5,0,Low
198.9212348,395.3,34923,26141,19.7,38.1,57.9,0,Low
314.4654088,364.1,32225,6996,27.5,45,49.6,0,Low
303.9513678,442.5,34916,16779,23,41.1,50.9,0,Low
300.5181347,382.4,28006,9650,39.3,40.6,39.9,0,Low
209.8408104,402.4,37644,13820,29,37.5,50.4,0,Low
253.0296977,460.7,40418,15018,17,41.3,59.9,0,Low
288.6465683,392.5,37691,12472,18.2,41.7,58.8,0,Low
303.9513678,424.7,36391,21714,21.1,42.8,57.1,0,Low
188.4290599,492.3,54459,71645,12.3,35.5,68.8,0,Medium
247.3520644,393.4,39158,15767,18,41.8,56.4,0,Low
376.8921841,442,33181,16185,20.3,51.3,56,0,Low
236.8588868,423.4,40877,43908,20.8,37.8,55.4,0,Low
256.0702364,403.3,33577,43738,27.1,35.6,49.5,0,Low
378.4295175,515.3,30682,7399,28.1,45.2,42.4,0,Low
267.5585284,400.3,34597,8970,20.1,48.5,48.6,0,Low
292.1243281,407.9,30935,8558,25.1,41.8,48.4,0,Low
199.1759583,430.4,46931,51211,16.8,38.8,68.1,0,Medium
303.2983698,397.4,35895,7913,20.1,47.7,51.8,0,Low
283.2744889,426.8,34971,24358,23,42.7,57.3,0,Low
284.6206693,484.6,40556,10189,17.3,43.1,60.2,0,Low
317.7368934,438.5,28171,19513,35.3,37.8,39.3,0,Low
249.4456763,401.8,36893,10824,20,41.4,48.7,0,Low
316.1397671,480.5,35851,24040,21.9,40.2,43.7,0,Low
281.9548872,396.4,33127,20216,22,43.1,47.1,0,Low
217.6999527,475.7,39909,63390,18.3,35.2,61.3,0,Low
301.5317814,449.5,39896,8291,18.7,45.4,51.7,0,Low
188.2016177,472.3,45698,392664,16.1,36.4,64.2,1,Medium
257.57074,443.3,43057,54354,16.7,42.2,67.2,0,Low
309.1190108,425.6,37761,17469,18.3,42.9,51.3,0,Low
221.8962729,375.9,30489,26589,33.4,37.5,45.2,0,Low
185.5950962,461.3,55915,117460,8.7,38.7,70,1,Medium
285.3609816,410,33202,10513,23.7,41.3,56.8,0,Low
368.5347566,445.8,31765,7869,23.3,47,46.7,0,Low
201.909532,429.4,39907,127780,22.1,36.9,58.1,1,Low
179.2943898,388.4,37014,17290,20.4,34.9,51.1,0,Low
331.1258278,493.4,32101,16912,21.6,47.2,47.4,0,Low
289.017341,408.4,30010,12456,24.4,48.5,48.5,0,Low
288.9597449,494.4,40841,40144,23.1,39.7,58.1,0,Low
304.0963568,424,32975,16771,22,47.1,50.1,0,Low
134.3817773,430.3,45589,225477,19.3,31.2,65.1,1,Medium
219.8052071,473.3,42044,79161,19.4,36.2,61.2,0,Low
326.361074,492.6,29969,6741,25.1,43.9,40,0,Low
257.9100078,445.9,37080,21713,17.4,39.1,55.7,0,Low
136.4900212,413.4,76996,1638215,12.5,37.1,70.7,1,High
283.7761142,469.8,54610,37001,12.9,50,69.7,0,Medium
221.8170364,489.2,42302,225411,21.9,36.8,58.5,1,Low
258.7668422,413.9,53321,44828,13.7,50.7,66.6,0,Medium
148.9619216,400.2,48006,21482,14.3,34,48.9,0,Medium
307.7209996,482.9,34679,10724,18.8,45.1,55.9,0,Low
154.7821379,456.3,80338,1126745,10.5,38.8,73.2,1,High
220.1511705,431.6,41419,27254,22.4,38.8,50.4,0,Low
185.4140915,458.6,70235,184452,11.4,44.9,74.8,1,Medium
129.2491955,412.6,43338,974861,27.5,31.4,49.4,1,Low
182.0323375,443.4,43755,28017,17.1,37.2,52.7,0,Low
201.1390512,459.5,40581,135727,21,37.4,55.1,1,Low
114.8781016,387.9,38737,180191,23.6,32.2,45.1,1,Low
219.0580504,408.4,49267,18260,14,45.7,65.9,0,Medium
122.1978381,419.5,47451,882176,24.5,31.1,51.8,1,Medium
203.6867298,431.5,38221,29457,22.7,41.6,48.5,0,Low
182.1795296,430.2,53572,66418,12,40.9,74.1,0,Medium
207.641196,371.2,37911,2408,19.1,44.8,71.2,0,Low
299.1811883,460.7,36734,19052,19.2,50.8,55.5,0,Low
178.2531194,349.8,43132,1683,15.4,51.2,83.4,0,Low
214.7820594,378.7,41539,7915,12.6,52.1,66.8,0,Low
327.8688525,573.8,36903,1830,18,49.6,57.7,0,Low
282.2865208,538.8,36449,4251,17.3,619.2,48.3,0,Low
151.5138245,420.1,44716,114181,15.8,34.8,69.4,1,Low
305.5434308,587,39827,4582,19.1,48.5,61.7,0,Low
194.0896569,459.2,42942,15972,14.7,46.6,67.6,0,Low
239.8656752,456.8,41595,4169,15.7,47.9,62.5,0,Low
258.7322122,424.8,39292,6184,20.3,41.9,61.2,0,Low
233.9181287,462,40072,6840,20.2,45.4,63.2,0,Low
224.7842796,404.2,42902,41373,17.2,47.6,59.2,0,Low
175.5852843,435.5,65738,11960,8.2,38,70.8,0,Medium
165.5629139,509.5,37511,11476,23.8,30.4,39.6,0,Low
159.6084273,490.7,50751,9398,20.5,36.9,59,0,Medium
255.8221595,439.6,32815,11336,20.7,51.5,52.2,0,Low
325.46786,403.1,52711,3687,10.2,47.1,76.9,0,Medium
228.1786148,445.5,39882,34622,19.5,40.6,63.8,0,Low
168.6696184,519.3,60812,9486,8.4,46.7,75.8,0,Medium
275.1788663,473.1,45000,3634,12,46.1,72.5,0,Medium
262.1231979,447.8,46208,6104,13.9,44.8,63.6,0,Medium
216.2374681,475.5,45207,5087,17.2,41.7,57.3,0,Medium
195.8480219,424,46328,7659,12.4,45.5,64,0,Medium
236.9668246,382,35875,2110,19.5,46.5,63.4,0,Low
265.4867257,373.3,43859,1130,11.7,51.2,68.1,0,Low
191.0244002,475.8,51653,157048,12.3,38,69.7,1,Medium
199.4491405,485.3,48658,31587,12.5,37.8,75.6,0,Medium
249.4543187,472.7,50919,6414,14,46.5,76,0,Medium
282.2201317,520.4,52914,5315,10.3,45.6,80.4,0,Medium
202.8755403,434.4,55465,11337,11.4,40.8,73.2,0,Medium
249.2522433,384.9,39964,2006,13.9,50.8,69.4,0,Low
305.4989817,358.2,42348,2946,12.8,47.6,67.1,0,Low
153.490371,443.6,51550,48863,12.5,32.5,81.3,0,Medium
364.4646925,485.1,49345,6585,10.6,47.4,72.3,0,Medium
258.780037,399.5,54240,8115,9.2,44.7,79.4,0,Medium
231.263719,478,66522,25512,6.9,498,83,0,Medium
221.8589444,334.6,54421,8564,10.4,44.8,83.7,0,Medium
278.0586451,462.8,52749,3956,9.3,44.9,74.5,0,Medium
239.3980848,395.1,43564,5848,13.3,43.9,76,0,Low
157.3718894,439.5,55964,10167,9,39.9,77,0,Medium
221.9052148,506.7,55758,6309,11.3,43.2,69.5,0,Medium
180.608365,394.5,50758,10520,10.3,34.2,70.3,0,Medium
208.2191781,370.9,56047,9125,9.1,43.6,74.1,0,Medium
268.3694244,429.8,45644,10806,13.4,43.8,71.2,0,Medium
173.2351667,396,50289,20781,14.8,33.7,65.5,0,Medium
209.8288239,370,40667,9055,18.8,33.7,71.5,0,Low
167.4621117,409,47366,23886,13.7,36.2,68.3,0,Medium
208.2248829,402.3,44109,1921,11.8,47.1,67.3,0,Low
258.7545282,447.2,52601,5797,10.7,41.9,72.8,0,Medium
256.0889228,487.5,50043,36706,12.9,39.4,72.7,0,Medium
159.799587,476.6,52842,550064,14,34,72,1,Medium
333.5186215,406.9,45624,1799,13.8,46.2,64.8,0,Medium
266.9514148,423.8,54556,5619,10.1,47.5,74.7,0,Medium
234.5058626,339.4,44794,2985,13.6,49.9,70.8,0,Low
190.5487805,443.6,48543,2624,13.7,44.4,77,0,Medium
267.3796791,482.7,44461,4862,12.7,46.8,70.3,0,Low
260.2739726,463.1,50861,21900,11,44.6,75.9,0,Medium
260.6882169,419.3,38645,1918,15.6,52.3,68.7,0,Low
295.8579882,482.9,40436,2028,11.8,51.4,70.2,0,Low
304.1054232,445.3,55319,1973,9.1,46.7,78.6,0,Medium
288.184438,404.4,43858,2429,12.7,46,71.4,0,Low
175.0972763,469.4,48499,61680,14.7,35.8,65.7,0,Medium
217.6278564,411.9,62191,9190,6.9,42.9,77.3,0,Medium
405.561993,445.6,46744,3452,11.4,49.5,74.1,0,Medium
312.1748179,501.5,40496,2883,13.8,48.2,65.2,0,Low
252.1089887,407.3,46667,10313,12.5,45.5,77.3,0,Medium
218.4428148,450.8,51040,6409,11.5,43.3,79.2,0,Medium
371.7472119,379.5,44947,7263,11.5,45.5,73.2,0,Low
270.6359946,425.6,48511,5173,13.9,42.3,73.5,0,Medium
197.4183751,440.9,56791,6585,9.6,40.8,78.9,0,Medium
260.4489644,411.5,45192,8063,12,49.1,69.6,0,Medium
352.3990241,401.5,45771,3689,11.7,45.7,59.9,0,Medium
292.6372469,461.2,42745,8543,14.9,47.6,70.1,0,Low
137.6978999,425.9,52011,306468,14,32.9,76.9,1,Medium
218.7570114,456.8,49770,35656,14.5,40.1,72,0,Medium
196.9234282,473.4,51836,35039,13.7,37.5,72.2,0,Medium
231.1544882,448.8,50893,7787,10.4,43.8,75.6,0,Medium
185.4140915,444.6,46961,4854,14,41.3,69.2,0,Medium
250.3477051,395.7,48535,3595,11.7,45.9,74.9,0,Medium
255.4640931,398.7,49162,7046,13.6,39.1,76.5,0,Medium
323.4003234,431.1,43249,4329,13.4,49.2,72.3,0,Low
212.7127127,410.1,51527,15984,10,41.8,77.7,0,Medium
338.4731102,425,42977,2659,12.2,49.1,70.5,0,Low
237.7717391,327.2,56080,2944,10.4,44.1,78.8,0,Medium
247.4182444,409.2,54137,9296,9.5,42,77.2,0,Medium
221.9755827,426.4,53489,7208,10,41.3,80.2,0,Medium
182.6650836,424.5,61768,32847,8.4,38,78.2,0,Medium
307.57401,417.6,58162,5202,8,45.4,81.9,0,Medium
267.7994275,428.4,43842,10829,11.7,41.8,74.9,0,Low
358.2900914,444,44282,8094,14.4,47,69.5,0,Low
289.6451846,502.1,46051,1381,15,52,70.1,0,Medium
217.0564347,529,51805,14282,10.1,36.6,76.3,0,Medium
121.2348883,463.5,74008,175692,5.3,33.7,84.4,1,Medium
223.6391321,428.6,61961,21016,8.2,41.4,80.2,0,Medium
215.1071399,419.7,47194,36261,15.6,38.8,63.3,0,Medium
164.8281236,472.2,48195,678889,19.9,34.2,64.3,1,Medium
325.9005146,431.5,37417,11660,19.9,45.3,58.4,0,Low
250.2345949,422.5,38595,19182,20.1,41,56.9,0,Low
213.6461631,497.9,45914,51487,14.3,39.9,64.4,0,Medium
221.6768269,408,43425,37893,19.6,40.3,63.9,0,Low
217.0305119,471.4,56573,39165,14.7,43.7,71.8,0,Medium
306.9710331,496.6,30299,17917,28.1,44.2,45.2,0,Low
243.6729475,465.4,43851,41449,16.5,41.5,65.3,0,Low
279.3578817,460.4,37498,49399,19.5,40.4,62.5,0,Low
269.4672839,469.4,41326,28946,16.9,42.9,64.4,0,Low
262.6280312,496,35704,22846,21.9,43.6,59.8,0,Low
266.8416448,469.7,36740,68580,17.7,43.7,59.4,0,Low
297.596905,460.3,28086,13441,26.1,42.6,40.8,0,Low
246.0490205,489.4,37410,63402,23.4,39.9,55.2,0,Low
201.3566866,470.9,48380,354098,15.9,39.3,68.3,1,Medium
319.5374315,483.5,27323,6572,29.5,44.2,48.1,0,Low
264.5193916,480.3,35321,25707,25.3,39.8,53.5,0,Low
271.7813325,456.8,36285,25756,21.7,44.8,53.6,0,Low
278.0188061,500.6,39506,56471,19.6,43.4,61.2,0,Low
227.4870998,457.4,35470,18023,24.7,39.9,56.1,0,Low
246.2966268,467.1,39303,28015,19.1,40.7,59.8,0,Low
326.6245684,479.3,37151,32147,20.5,44.9,59.8,0,Low
250.3796741,509.6,37443,24363,20.2,40.7,53.7,0,Low
306.7861087,457,39753,8149,19.1,43.2,59,0,Low
303.2809484,527.3,42837,18135,17.6,42.2,66.9,0,Low
278.0432705,449.1,35379,11509,23.4,45.8,48.3,0,Low
232.9075883,484,41235,53240,17.8,42.3,63.7,0,Low
291.6432978,414.7,31330,17830,26.4,44.5,56.6,0,Low
192.9877427,484.4,47199,451324,17.7,37.3,71.1,1,Medium
290.3907075,413.7,28524,7576,41.9,40.3,45.4,0,Low
233.8877339,484.4,33595,26936,24.8,37.1,50.8,0,Low
232.5909219,438.8,34614,42564,21.8,39.9,58.8,0,Low
286.8230133,538.7,36255,11854,20.3,43.5,57.8,0,Low
251.9040986,421.9,41802,33743,16.5,42.9,63.6,0,Low
258.1654606,467.4,53945,51130,13.6,46.5,65.1,0,Medium
260.2633029,447.5,39528,52639,17.4,42.7,62.5,0,Low
283.8947288,433.7,34882,26066,23.5,42.6,54,0,Low
237.304224,531.4,36886,23177,19.3,39.6,60,0,Low
197.7256429,434,43113,97610,20.9,37.6,62.7,1,Low
280.8298522,521.2,40766,28487,20.6,43.1,61.7,0,Low
240.872211,490.5,42839,31552,15.5,39.4,65,0,Low
195.995761,450.4,51303,87757,15.5,38.6,65.4,1,Medium
295.8579882,461.4,34801,11830,20.8,44.3,57,0,Low
259.98995,482.9,37392,45771,20.6,43,58.9,0,Low
124.5613219,446.6,50935,193479,13.9,30.3,72.1,1,Medium
205.6311294,408.9,50358,6322,12.5,45.5,74.6,0,Medium
223.2765839,488.7,36390,21498,23.4,40.8,60.4,0,Low
297.0070825,455.6,40683,30639,20.8,42.1,61,0,Low
298.2511636,470.1,35884,22129,18.9,42.2,59.9,0,Low
277.4624795,492.4,33776,7929,23.6,43.7,52.7,0,Low
272.0559658,483.4,31996,5146,19.2,49.4,60.2,0,Low
333.86991,480.2,36643,16773,20.3,44,60.2,0,Low
213.2710957,442.4,37693,74553,20.8,36.1,61,0,Low
236.73369,532.5,37952,32526,22,40.5,58.6,0,Low
301.4046595,492.7,43269,52753,18,46.1,63.7,0,Low
186.6705556,496.6,52640,68570,13.4,38.6,69.5,0,Medium
122.2321943,450.4,53799,298612,14.7,32.9,72.9,1,Medium
287.0159453,535.4,31397,21950,24.5,38.6,48.7,0,Low
270.0695429,465.4,44111,14811,18.7,41.9,61.9,0,Low
218.8731161,493.9,39905,95946,17.7,42.2,56.5,1,Low
187.2996549,461.5,44015,938069,23,34.9,61.3,1,Low
248.7691112,486.5,43659,19295,15,41.6,64.4,0,Low
294.1398295,514.7,41590,13259,17.5,43.2,66,0,Low
269.7858933,472.8,38840,156791,18.5,44.3,64.3,1,Low
161.9419396,470.6,58291,175989,11.3,39.4,70.2,1,Medium
198.8039438,484.6,52339,61870,15.4,37,67.8,0,Medium
236.2596369,462.6,40251,8042,17.5,40.2,60.3,0,Low
313.549832,444.8,37632,17860,20.1,45.7,57.8,0,Low
256.2895549,526.2,37453,19119,22.6,41,54.1,0,Low
246.6091245,468.4,34884,5677,20.6,45.8,57.9,0,Low
252.2567083,453.3,36942,40435,19,39.7,55,0,Low
211.3980776,451.1,43212,126302,16.7,39.8,68,1,Low
262.7179365,434.8,33573,16748,23.3,42.2,54.7,0,Low
256.1837456,443.1,36205,33960,21.5,36.9,69.2,0,Low
271.4829758,459.9,35400,26521,21.9,42.5,58.8,0,Low
109.6035375,443.4,97936,211672,5.6,38.9,86.6,1,High
169.8846491,463.3,60955,128911,10.1,40.1,74,1,Medium
270.9274053,394.3,42471,57580,20.4,38.9,59.7,0,Low
138.0834024,401.3,66878,18105,10.7,31.3,63.3,0,Medium
184.6920854,499.2,42128,88255,17.9,36.4,54.4,1,Low
299.8027613,433.4,44551,25350,17.5,49,54.3,0,Low
183.5915089,289.2,58867,8715,9.4,44.1,72.3,0,Medium
308.1664099,435.7,55177,1947,11,45.1,75.7,0,Medium
167.2344379,387.6,52785,48435,16.9,35.5,57.7,0,Medium
196.1911849,398.2,58792,29563,11.2,40.6,67.3,0,Medium
124.8266297,334.4,36821,7210,19.9,34.9,45.2,0,Low
211.5755325,388.9,50107,21269,13.5,51.5,63,0,Medium
173.854732,415.6,52886,80527,14.7,38.7,62,1,Medium
359.3145384,458.2,36027,3618,18.3,48.5,64.2,0,Low
136.8862931,341,40680,32874,24.9,35.3,52.1,0,Low
128.3808193,475.2,51048,334941,14.2,30.2,70.2,1,Medium
129.1527401,399.2,50699,1897753,18.3,33.1,61.1,1,Medium
218.1025082,372.8,57177,11004,12,48.6,64.8,0,Medium
307.4171371,393.2,44397,17891,15,46,59.9,0,Low
214.1579843,427.6,41883,93389,20.1,37.7,59.7,1,Low
133.983229,429.3,73788,346312,9.9,35.5,69.6,1,Medium
89.75199617,424.7,41641,215037,26.4,25.2,72.6,1,Low
207.7638054,387.7,40179,9145,13.8,42.1,65,0,Low
221.3001383,408,27875,7230,32.4,31.7,33.5,0,Low
255.9636901,427.7,41316,37896,17.5,41,60.3,0,Low
319.1643697,508,33134,13786,27.4,42.3,53.6,0,Low
164.5696026,490.9,51138,125175,14.3,34.7,68.5,1,Medium
229.4599539,492.8,39812,251460,24.1,36.6,56.7,1,Low
199.2071956,490.4,45979,198788,18.4,36.1,62.2,1,Medium
250.1751226,467.6,36350,9993,23.3,39.9,49.8,0,Low
146.6920933,509.4,59300,6817,12.2,42.6,75.2,0,Medium
275.9436287,504.4,34116,10147,23.3,38.5,50.5,0,Low
233.2003682,473.5,35385,16295,28.2,42.2,49.4,0,Low
258.1670142,480.4,31835,20142,30.9,38.3,49.3,0,Low
236.5813988,503.8,40642,27052,23.5,39.8,57,0,Low
169.8925357,487.1,46831,446753,18.4,33.2,65.9,1,Medium
273.710141,512.7,25402,7307,43,33.3,36.3,0,Low
243.7043054,570.8,41651,19696,20.4,41.8,60.3,0,Low
228.1954776,459.2,32615,33743,24.1,35.8,49,0,Low
181.2836845,479.6,32318,20410,29,37.9,46.4,0,Low
219.3080607,482.7,40668,22343,22.8,37.6,56.5,0,Low
209.1683198,515.4,45226,74103,19.4,35.8,58,0,Medium
241.7283578,586.2,47377,33095,19.9,38.4,62.8,0,Medium
296.3803758,518.6,37130,15858,24.6,39.6,55.6,0,Low
215.6896453,473.9,47024,436275,15.8,38.7,58.6,1,Medium
248.0994943,499.6,37968,31439,21.7,38.4,57.5,0,Low
157.0192172,487.3,51340,240098,15.1,34,67.8,1,Medium
206.4581744,467.5,47382,98325,17.6,36.6,63.4,1,Medium
247.0949646,464.8,44139,14974,18,38.6,61.3,0,Low
188.3869887,436.3,32889,47774,29.7,27.4,63.4,0,Low
156.0368102,494.6,58818,137788,12.3,35.3,64.3,1,Medium
191.0717388,379,26732,11514,41.4,34.6,36.8,0,Low
238.6815685,457.3,30636,26395,29.4,39.3,46.9,0,Low
199.0862452,447.2,34522,39179,31.1,33.8,53.1,0,Low
174.5303721,466,35468,389617,27.9,35.4,53.9,1,Low
202.8565778,480.9,40877,156761,23.6,34.7,55.1,1,Low
174.5052139,458.7,51304,23495,16,36.5,67.4,0,Medium
242.685722,507.4,44469,22251,18.3,42.6,59.2,0,Low
211.1381025,484.9,40406,132141,19.8,37.4,57.1,1,Low
209.4728267,431.7,33322,8593,25.3,39.8,51.4,0,Low
224.1387711,456.4,36666,20523,24.9,38,46.5,0,Low
264.6158935,500.4,39561,24186,21.2,41.5,57.2,0,Low
165.1691332,516.9,45615,45408,17.9,33,61.6,0,Medium
174.2028327,470.8,60751,52812,12.1,37.2,66.5,0,Medium
264.9758683,461.5,35004,10567,24,39.2,44.6,0,Low
222.5622479,497.4,47477,21567,16.1,38.8,64.7,0,Medium
199.4223628,460.8,47225,43626,20.8,36,59,0,Medium
240.9121267,530.4,32683,83848,30.1,36.6,56.3,1,Low
196.8979289,499.7,46713,53835,18,36.7,60.9,0,Medium
223.4425298,474,42075,52810,21.8,37.7,51.3,0,Low
183.1355363,494.5,63441,250088,11.2,39.8,67.8,1,Medium
194.1672168,489.9,39927,128755,22.5,412.8,55.4,1,Low
210.9704641,389,27522,4740,32,43,38.7,0,Low
205.3135858,493.1,49044,113972,20.9,35.2,59.8,1,Medium
289.1844997,463.9,38998,22477,22,41.7,56.1,0,Low
188.7265136,529.1,45331,59875,18.3,36.7,60.1,0,Medium
167.312954,478.1,46682,50803,13.9,30,69.3,0,Medium
269.5650299,536.6,29749,46371,29.1,39.2,47.4,0,Low
274.8557008,485.3,36003,40021,22.2,40.9,52.8,0,Low
164.7704982,526.7,51550,25490,20.5,35.4,68.1,0,Medium
265.6512884,443.2,33959,11293,22.5,39.7,45.9,0,Low
155.9961001,429,53679,15385,24,40.4,68.3,0,Medium
281.4387699,524.4,36644,14568,26.8,41.3,56.1,0,Low
225.6767973,478.2,46701,107233,15.4,40.6,65.5,1,Medium
