species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,diet,life_stage,health_metrics,year
Gentoo,Biscoe,29.1,15.9,198,3796,female,krill,juvenile,underweight,2022
Gentoo,Biscoe,29.6,20.5,191,3959,female,krill,juvenile,underweight,2022
Gentoo,Biscoe,31.1,18.9,178,3996,female,krill,juvenile,underweight,2022
Gentoo,Biscoe,30.9,17.4,194,4112,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,33,23.8,198,5197,female,krill,adult,healthy,2022
Gentoo,Biscoe,36.7,18.4,211,6640,female,krill,adult,overweight,2022
Gentoo,Biscoe,26,19.7,193,4024,female,krill,juvenile,underweight,2022
Gentoo,Biscoe,26.3,17.8,178,4379,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,29.3,19.5,182,4221,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,24,18.4,175,4309,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,30.4,20.6,244,4800,female,krill,adult,underweight,2022
Gentoo,Biscoe,26.8,19.1,207,4512,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,38.9,17.1,214,4713,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,32.6,23.1,179,4769,female,krill,adult,underweight,2022
Gentoo,Biscoe,34.5,20.3,192,3440,female,krill,juvenile,underweight,2022
Gentoo,Biscoe,27.5,17,174,4131,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,34.4,21.8,189,4448,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,29,22.5,233,6018,female,krill,adult,healthy,2022
Gentoo,Biscoe,32.1,19.2,195,4502,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,28.6,16.2,186,5104,female,krill,juvenile,overweight,2022
Gentoo,Biscoe,31.8,19.7,218,4946,female,krill,adult,healthy,2022
Gentoo,Biscoe,30.1,17.2,203,4637,female,krill,adult,underweight,2022
Gentoo,Biscoe,33.8,21.4,225,5480,female,krill,adult,healthy,2022
Gentoo,Biscoe,35.4,20.7,191,4853,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,25.1,17.6,181,4282,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,20.1,19,191,4260,female,krill,juvenile,healthy,2022
Gentoo,Biscoe,26,21,198,4999,female,krill,juvenile,overweight,2022
Gentoo,Biscoe,40.5,18.7,191,6065,male,krill,juvenile,overweight,2022
Gentoo,Biscoe,39,24.5,207,5968,male,krill,juvenile,overweight,2022
Gentoo,Biscoe,33.5,17.8,223,5518,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,23.6,21.6,232,5311,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,31.2,19.9,251,6619,male,krill,adult,healthy,2022
Gentoo,Biscoe,33.5,19.4,229,4681,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,28.5,21.5,203,5065,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,31.8,18.5,199,6225,male,krill,juvenile,overweight,2022
Gentoo,Biscoe,28.6,19.9,219,5364,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,34.1,20.1,204,5052,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,33,18.7,232,5554,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,38.2,22.5,239,6440,male,krill,adult,healthy,2022
Gentoo,Biscoe,28.6,18.9,208,6145,male,krill,adult,healthy,2022
Gentoo,Biscoe,27.3,23,189,5260,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,36.5,23.7,232,5856,male,krill,adult,underweight,2022
Gentoo,Biscoe,29.2,19.6,210,5453,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,31.1,23,248,5983,male,krill,adult,underweight,2022
Gentoo,Biscoe,26.1,19.8,187,5592,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,35.7,18.9,207,4158,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,33.7,22.7,238,5954,male,krill,adult,underweight,2022
Gentoo,Biscoe,37,17.8,173,5306,male,krill,juvenile,healthy,2022
Gentoo,Biscoe,32.3,18.4,203,4858,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,36.2,23.1,244,5965,male,krill,adult,underweight,2022
Gentoo,Biscoe,39.6,22.8,227,7205,male,krill,adult,overweight,2022
Gentoo,Biscoe,24.8,17.5,205,5940,male,krill,juvenile,overweight,2022
Gentoo,Biscoe,48.3,20.4,221,4937,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,36.4,23.3,207,6269,male,krill,adult,healthy,2022
Gentoo,Biscoe,29,20,218,4803,male,krill,adult,underweight,2022
Gentoo,Biscoe,38.2,20.4,206,4194,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,44.1,21.6,209,5877,male,krill,adult,underweight,2022
Gentoo,Biscoe,30.9,20.9,236,6674,male,krill,adult,healthy,2022
Gentoo,Biscoe,32.6,18.1,217,4653,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,37,19,255,7026,male,krill,adult,healthy,2022
Gentoo,Biscoe,29.7,19.9,218,4202,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,30.1,20.6,189,5846,male,krill,juvenile,overweight,2022
Gentoo,Biscoe,28.7,24,195,4788,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,31.8,20.9,239,3558,male,krill,juvenile,underweight,2022
Gentoo,Biscoe,41.8,20.8,211,8282,male,krill,adult,overweight,2022
Gentoo,Biscoe,32.5,16.9,194,3740,female,parental,chick,healthy,2022
Gentoo,Biscoe,30.4,15.8,149,3852,female,parental,chick,overweight,2022
Gentoo,Biscoe,41,18.1,182,3215,female,parental,chick,healthy,2022
Gentoo,Biscoe,35.5,16.2,186,3240,female,parental,chick,healthy,2022
Gentoo,Biscoe,41.7,19.2,188,4014,female,parental,chick,overweight,2022
Gentoo,Biscoe,29.1,15.4,192,3421,female,parental,chick,healthy,2022
Gentoo,Biscoe,38.4,18.5,187,2937,female,parental,chick,underweight,2022
Gentoo,Biscoe,35.2,20.9,182,3626,female,parental,chick,healthy,2022
Gentoo,Biscoe,34.8,20.5,170,3443,female,parental,chick,healthy,2022
Gentoo,Biscoe,33.4,15.3,161,3524,female,parental,chick,healthy,2022
Gentoo,Biscoe,29.4,19.3,193,2786,female,parental,chick,underweight,2022
Gentoo,Biscoe,38.3,12.6,174,2706,female,parental,chick,underweight,2022
Gentoo,Biscoe,33,13.9,176,3591,female,parental,chick,healthy,2022
Gentoo,Biscoe,36.1,18.2,189,3409,female,parental,chick,healthy,2022
Gentoo,Biscoe,44.7,17.9,180,3363,female,parental,chick,healthy,2022
Gentoo,Biscoe,32.3,18.2,168,3617,female,parental,chick,healthy,2022
Gentoo,Biscoe,33.5,16,163,3266,female,parental,chick,healthy,2022
Gentoo,Biscoe,34.2,14.8,176,3420,female,parental,chick,healthy,2022
Gentoo,Biscoe,33,13.4,181,3365,female,parental,chick,healthy,2022
Gentoo,Biscoe,33.2,15.3,188,3766,female,parental,chick,healthy,2022
Gentoo,Biscoe,38.5,18.3,179,2936,female,parental,chick,underweight,2022
Gentoo,Biscoe,41.6,18.7,180,3306,female,parental,chick,healthy,2022
Gentoo,Biscoe,35.6,17.6,167,3827,female,parental,chick,overweight,2022
Gentoo,Biscoe,38.7,17.4,190,3249,female,parental,chick,healthy,2022
Gentoo,Biscoe,34.1,20.4,210,3536,female,parental,chick,healthy,2022
Gentoo,Biscoe,34,19.8,193,4001,female,parental,chick,overweight,2022
Gentoo,Biscoe,33,18.9,192,3548,female,parental,chick,healthy,2022
Gentoo,Biscoe,31.2,19.3,184,4142,female,parental,chick,overweight,2022
Gentoo,Biscoe,45.1,18.7,185,4653,male,parental,chick,overweight,2022
Gentoo,Biscoe,41.5,16.3,207,3707,male,parental,chick,underweight,2022
Gentoo,Biscoe,38.8,16.7,188,4362,male,parental,chick,healthy,2022
Gentoo,Biscoe,33.8,19.1,200,4371,male,parental,chick,healthy,2022
Gentoo,Biscoe,32.6,19.5,203,3956,male,parental,chick,healthy,2022
Gentoo,Biscoe,28.8,16,180,4827,male,parental,chick,overweight,2022
Gentoo,Biscoe,42.1,15.8,214,4149,male,parental,chick,healthy,2022
Gentoo,Biscoe,34.4,20.7,186,4167,male,parental,chick,healthy,2022
Gentoo,Biscoe,45.2,19,185,4318,male,parental,chick,healthy,2022
Gentoo,Biscoe,43.5,19.6,195,3675,male,parental,chick,underweight,2022
Gentoo,Biscoe,35.7,19.6,204,3786,male,parental,chick,underweight,2022
Gentoo,Biscoe,41.7,15.5,194,4403,male,parental,chick,healthy,2022
Gentoo,Biscoe,35.3,17.3,205,4125,male,parental,chick,healthy,2022
Gentoo,Biscoe,36.3,20.7,206,3805,male,parental,chick,underweight,2022
Gentoo,Biscoe,32,23.3,184,4054,male,parental,chick,healthy,2022
Gentoo,Biscoe,38.3,17.5,208,4178,male,parental,chick,healthy,2022
Gentoo,Biscoe,33.7,17.8,191,4405,male,parental,chick,healthy,2022
Gentoo,Biscoe,43,19.2,206,4466,male,parental,chick,healthy,2022
Gentoo,Biscoe,34,16,200,4316,male,parental,chick,healthy,2022
Gentoo,Biscoe,32.6,15.5,182,4399,male,parental,chick,healthy,2022
Gentoo,Biscoe,41.4,20.4,194,4023,male,parental,chick,healthy,2022
Gentoo,Biscoe,31.5,15.3,185,4420,male,parental,chick,healthy,2022
Gentoo,Biscoe,36,19.3,182,4838,male,parental,chick,overweight,2022
Gentoo,Biscoe,42,19.5,168,4325,male,parental,chick,healthy,2022
Gentoo,Biscoe,41.6,19.7,200,4563,male,parental,chick,overweight,2022
Gentoo,Biscoe,43.5,18.6,194,4364,male,parental,chick,healthy,2022
Gentoo,Biscoe,42.6,20.2,192,4342,male,parental,chick,healthy,2022
Gentoo,Biscoe,43.3,15.5,218,3990,male,parental,chick,healthy,2022
Gentoo,Biscoe,37.4,19.4,190,4569,male,parental,chick,overweight,2022
Gentoo,Biscoe,40.7,21.1,226,6668,female,squid,adult,overweight,2022
Gentoo,Biscoe,41.7,24.5,207,5511,female,squid,adult,healthy,2022
Gentoo,Biscoe,50.8,22.4,195,5902,female,squid,adult,healthy,2022
Gentoo,Biscoe,41.4,19.3,209,5304,female,squid,juvenile,overweight,2022
Gentoo,Biscoe,52.5,19.3,237,5632,female,squid,adult,healthy,2022
Gentoo,Biscoe,36.3,18.5,184,5045,female,squid,juvenile,overweight,2022
Gentoo,Biscoe,41.7,17.9,207,5522,male,squid,juvenile,healthy,2022
Gentoo,Biscoe,44.8,22.1,254,6786,male,squid,adult,healthy,2022
Gentoo,Biscoe,40.1,20.7,257,8559,male,squid,adult,overweight,2022
Gentoo,Biscoe,39.9,17,212,5685,male,squid,juvenile,healthy,2022
Gentoo,Biscoe,55.5,21.3,242,6987,male,squid,adult,healthy,2022
Adelie,Biscoe,44.9,18.7,259,4763,female,fish,juvenile,overweight,2023
Adelie,Biscoe,56.9,22.5,235,6630,female,fish,adult,overweight,2023
Adelie,Biscoe,52.1,19.4,236,5889,female,fish,adult,overweight,2023
Adelie,Biscoe,46.8,18.2,204,4896,female,fish,juvenile,overweight,2023
Adelie,Biscoe,45.9,17.6,202,4366,female,fish,juvenile,overweight,2023
Adelie,Biscoe,53,18.1,206,5693,female,fish,juvenile,overweight,2023
Adelie,Biscoe,40,15.9,195,5254,female,fish,juvenile,overweight,2023
Adelie,Biscoe,42.9,15.5,203,5122,female,fish,juvenile,overweight,2023
Adelie,Biscoe,50.6,16.9,246,6368,female,fish,adult,overweight,2023
Adelie,Biscoe,53.5,17.2,197,4386,female,fish,juvenile,overweight,2023
Adelie,Biscoe,58.3,20.3,225,5126,female,fish,adult,overweight,2023
Adelie,Biscoe,48.2,18.3,226,4770,female,fish,juvenile,overweight,2023
Adelie,Biscoe,49.1,18.2,249,5465,female,fish,adult,overweight,2023
Adelie,Biscoe,52.6,16.6,203,4866,female,fish,juvenile,overweight,2023
Adelie,Biscoe,44.3,16.6,218,4737,female,fish,juvenile,overweight,2023
Adelie,Biscoe,57.3,18.5,260,7619,male,fish,adult,overweight,2023
Adelie,Biscoe,64.7,17.4,240,5819,male,fish,juvenile,overweight,2023
Adelie,Biscoe,48.7,19.7,277,6890,male,fish,adult,overweight,2023
Adelie,Biscoe,72.5,21.1,243,5659,male,fish,adult,healthy,2023
Adelie,Biscoe,64.4,21.5,259,6346,male,fish,adult,overweight,2023
Adelie,Biscoe,53.4,17.4,253,6093,male,fish,juvenile,overweight,2023
Adelie,Biscoe,55.7,18.1,232,5376,male,fish,juvenile,overweight,2023
Adelie,Biscoe,54.2,16.8,248,5731,male,fish,juvenile,overweight,2023
Adelie,Biscoe,49.2,21.3,284,6346,male,fish,adult,overweight,2023
Adelie,Biscoe,45.9,19,220,6507,male,fish,juvenile,overweight,2023
Adelie,Biscoe,48.5,13.9,236,5500,male,fish,juvenile,overweight,2023
Adelie,Biscoe,52.4,14.5,255,5409,male,fish,juvenile,overweight,2023
Adelie,Biscoe,37.7,14.2,230,5810,male,fish,juvenile,overweight,2023
Adelie,Biscoe,32.1,17,193,4434,male,krill,juvenile,underweight,2023
Adelie,Biscoe,25,18.8,192,3506,female,krill,juvenile,underweight,2023
Adelie,Biscoe,23.5,19.1,165,3838,female,krill,juvenile,healthy,2023
Adelie,Biscoe,27.6,15.5,184,3948,female,krill,juvenile,healthy,2023
Adelie,Biscoe,24.4,17,172,3781,female,krill,juvenile,healthy,2023
Adelie,Biscoe,20.9,16.2,171,3997,female,krill,juvenile,healthy,2023
Adelie,Biscoe,28.4,17.8,185,4639,female,krill,juvenile,overweight,2023
Adelie,Biscoe,22.7,16.8,181,4055,female,krill,juvenile,healthy,2023
Adelie,Biscoe,25.7,17.9,197,2944,female,krill,juvenile,underweight,2023
Adelie,Biscoe,23.5,14.7,167,3321,female,krill,juvenile,underweight,2023
Adelie,Biscoe,25.1,17.5,154,3683,female,krill,juvenile,underweight,2023
Adelie,Biscoe,34.9,16.2,202,3571,female,krill,adult,underweight,2023
Adelie,Biscoe,25.5,17.4,222,3986,female,krill,adult,underweight,2023
Adelie,Biscoe,27.7,17.2,190,4124,female,krill,juvenile,healthy,2023
Adelie,Biscoe,31.6,15.1,188,3870,female,krill,adult,underweight,2023
Adelie,Biscoe,33,12.6,179,3790,female,krill,juvenile,healthy,2023
Adelie,Biscoe,31.8,14.7,176,3628,female,krill,juvenile,underweight,2023
Adelie,Biscoe,32.2,17.8,190,6425,male,krill,adult,overweight,2023
Adelie,Biscoe,24,18.9,222,5521,male,krill,adult,healthy,2023
Adelie,Biscoe,32,23.9,207,5286,male,krill,adult,healthy,2023
Adelie,Biscoe,23.4,18.9,197,3634,male,krill,juvenile,underweight,2023
Adelie,Biscoe,31.9,19.9,201,4869,male,krill,juvenile,healthy,2023
Adelie,Biscoe,26.9,19.9,191,5167,male,krill,juvenile,overweight,2023
Adelie,Biscoe,29.8,21.4,202,4215,male,krill,juvenile,underweight,2023
Adelie,Biscoe,23.3,15.6,185,4557,male,krill,juvenile,healthy,2023
Adelie,Biscoe,31.3,18.3,201,5289,male,krill,adult,healthy,2023
Adelie,Biscoe,30.3,18.9,206,4677,male,krill,juvenile,healthy,2023
Adelie,Biscoe,30.8,18.1,178,4149,male,krill,juvenile,underweight,2023
Adelie,Biscoe,28.4,23.3,189,4972,male,krill,juvenile,healthy,2023
Adelie,Biscoe,25.3,17,195,4625,male,krill,juvenile,healthy,2023
Adelie,Biscoe,32.7,19.1,209,4767,male,krill,juvenile,healthy,2023
Adelie,Biscoe,33.4,21,200,4000,male,krill,adult,underweight,2023
Adelie,Biscoe,32.9,15.2,199,4854,male,krill,juvenile,healthy,2023
Adelie,Biscoe,31.1,16.7,218,3915,male,krill,juvenile,underweight,2023
Adelie,Biscoe,36.1,20.3,240,5528,male,krill,adult,healthy,2023
Adelie,Biscoe,27.5,17.1,210,6119,male,krill,adult,overweight,2023
Adelie,Biscoe,22.2,14.7,163,2901,female,parental,chick,healthy,2023
Adelie,Biscoe,34.3,13.2,180,3318,female,parental,chick,overweight,2023
Adelie,Biscoe,20.1,13.9,164,3213,female,parental,chick,overweight,2023
Adelie,Biscoe,35.1,17.6,175,2777,female,parental,chick,underweight,2023
Adelie,Biscoe,34,16.1,163,3135,female,parental,chick,healthy,2023
Adelie,Biscoe,25.7,17.9,162,3166,female,parental,chick,healthy,2023
Adelie,Biscoe,30.9,15.1,170,3039,female,parental,chick,healthy,2023
Adelie,Biscoe,32.9,14.7,175,2765,female,parental,chick,underweight,2023
Adelie,Biscoe,30.5,12.4,154,2881,female,parental,chick,healthy,2023
Adelie,Biscoe,36.2,17.1,179,2874,female,parental,chick,healthy,2023
Adelie,Biscoe,23,14.7,179,3106,female,parental,chick,healthy,2023
Adelie,Biscoe,32.5,15.4,167,2914,female,parental,chick,healthy,2023
Adelie,Biscoe,27,13.9,168,2947,female,parental,chick,healthy,2023
Adelie,Biscoe,21.3,20.7,144,2880,female,parental,chick,healthy,2023
Adelie,Biscoe,24.2,15.2,188,2688,female,parental,chick,underweight,2023
Adelie,Biscoe,27.4,13.6,167,3519,female,parental,chick,overweight,2023
Adelie,Biscoe,30.1,12.7,181,3081,female,parental,chick,healthy,2023
Adelie,Biscoe,25.5,16.1,164,3294,female,parental,chick,overweight,2023
Adelie,Biscoe,30.1,14.1,188,3417,male,parental,chick,healthy,2023
Adelie,Biscoe,28,12.5,179,3536,male,parental,chick,healthy,2023
Adelie,Biscoe,36.7,16.1,183,3935,male,parental,chick,overweight,2023
Adelie,Biscoe,34.2,14.3,176,3529,male,parental,chick,healthy,2023
Adelie,Biscoe,32.4,15.5,187,3632,male,parental,chick,healthy,2023
Adelie,Biscoe,36.5,17.2,174,3447,male,parental,chick,healthy,2023
Adelie,Biscoe,26.9,16.6,192,3176,male,parental,chick,underweight,2023
Adelie,Biscoe,41.6,13.3,188,3761,male,parental,chick,healthy,2023
Adelie,Biscoe,38.6,14.6,186,4011,male,parental,chick,overweight,2023
Adelie,Biscoe,33.2,16.8,204,4591,female,squid,juvenile,overweight,2023
Adelie,Biscoe,40.8,14.1,175,4679,male,squid,juvenile,healthy,2023
Adelie,Biscoe,43.5,22.2,223,5181,male,squid,adult,healthy,2023
Adelie,Dream,39.8,18.1,196,4844,female,fish,juvenile,overweight,2023
Adelie,Dream,48.1,14.8,240,5961,female,fish,adult,overweight,2023
Adelie,Dream,54.8,17.2,226,6003,female,fish,adult,overweight,2023
Adelie,Dream,53.1,16.4,248,6087,female,fish,adult,overweight,2023
Adelie,Dream,61.7,20.4,238,5796,female,fish,adult,overweight,2023
Adelie,Dream,21.7,22.3,263,4835,female,fish,adult,healthy,2023
Adelie,Dream,48.6,19.1,214,4882,female,fish,juvenile,overweight,2023
Adelie,Dream,47.3,19.1,213,4919,female,fish,juvenile,overweight,2023
Adelie,Dream,36.1,15.1,231,4734,female,fish,juvenile,overweight,2023
Adelie,Dream,49.9,18.2,218,5007,female,fish,juvenile,overweight,2023
Adelie,Dream,65.4,20.2,242,6484,male,fish,adult,overweight,2023
Adelie,Dream,63.4,22.3,250,5585,male,fish,adult,healthy,2023
Adelie,Dream,73.6,19.6,248,6769,male,fish,adult,overweight,2023
Adelie,Dream,22,17.3,185,4058,female,krill,juvenile,healthy,2023
Adelie,Dream,24.3,21.4,216,4462,female,krill,adult,healthy,2023
Adelie,Dream,37.2,20.8,195,3603,female,krill,juvenile,underweight,2023
Adelie,Dream,28.9,18.4,195,3901,female,krill,adult,underweight,2023
Adelie,Dream,17.6,16.4,183,3756,female,krill,juvenile,healthy,2023
Adelie,Dream,29.4,16,175,3675,female,krill,juvenile,underweight,2023
Adelie,Dream,18.1,17,180,3836,female,krill,juvenile,healthy,2023
Adelie,Dream,36.5,21.7,203,4485,female,krill,adult,healthy,2023
Adelie,Dream,24.6,14.9,166,3286,female,krill,juvenile,underweight,2023
Adelie,Dream,21.1,14.3,168,3655,female,krill,juvenile,underweight,2023
Adelie,Dream,34.6,19.5,189,3948,female,krill,adult,underweight,2023
Adelie,Dream,27.2,18.9,213,4117,female,krill,adult,underweight,2023
Adelie,Dream,30.5,17.4,194,3759,female,krill,juvenile,healthy,2023
Adelie,Dream,20.4,15.1,223,5252,female,krill,adult,overweight,2023
Adelie,Dream,19.1,20.1,193,3455,female,krill,juvenile,underweight,2023
Adelie,Dream,23,17.4,181,3555,female,krill,juvenile,underweight,2023
Adelie,Dream,32.8,21.9,175,3854,female,krill,juvenile,healthy,2023
Adelie,Dream,25.1,17.8,162,4126,female,krill,juvenile,healthy,2023
Adelie,Dream,24.5,16.2,173,3768,female,krill,juvenile,healthy,2023
Adelie,Dream,21.1,17.5,179,3870,female,krill,juvenile,healthy,2023
Adelie,Dream,19.8,20,192,3945,female,krill,juvenile,healthy,2023
Adelie,Dream,32.4,17.6,197,4475,female,krill,adult,healthy,2023
Adelie,Dream,35.6,20.2,199,3796,female,krill,adult,underweight,2023
Adelie,Dream,27.1,17.9,196,4260,female,krill,juvenile,healthy,2023
Adelie,Dream,22.5,18.2,177,3470,female,krill,juvenile,underweight,2023
Adelie,Dream,20.9,15.2,188,3247,female,krill,juvenile,underweight,2023
Adelie,Dream,39.7,20.3,198,3799,female,krill,adult,underweight,2023
Adelie,Dream,19.7,18.1,189,4047,female,krill,juvenile,healthy,2023
Adelie,Dream,20.7,20.1,202,3717,female,krill,juvenile,healthy,2023
Adelie,Dream,19.5,20.5,184,4206,female,krill,juvenile,healthy,2023
Adelie,Dream,21,18.7,171,4402,male,krill,juvenile,underweight,2023
Adelie,Dream,26.9,15.8,200,4300,male,krill,juvenile,underweight,2023
Adelie,Dream,25.9,19.2,235,4698,male,krill,adult,underweight,2023
Adelie,Dream,23.1,18.3,184,3990,male,krill,juvenile,underweight,2023
Adelie,Dream,28,16.5,214,3907,male,krill,juvenile,underweight,2023
Adelie,Dream,31.6,17.1,203,4960,male,krill,juvenile,healthy,2023
Adelie,Dream,34.5,19.9,201,4684,male,krill,adult,underweight,2023
Adelie,Dream,29.2,20.2,182,4779,male,krill,juvenile,healthy,2023
Adelie,Dream,24.1,17.4,200,4791,male,krill,juvenile,healthy,2023
Adelie,Dream,19.9,16.8,218,4644,male,krill,juvenile,healthy,2023
Adelie,Dream,26.7,17.7,216,5431,male,krill,adult,healthy,2023
Adelie,Dream,36.7,16.6,180,3736,male,krill,juvenile,underweight,2023
Adelie,Dream,28.7,18,201,4924,male,krill,juvenile,healthy,2023
Adelie,Dream,27.7,20.9,240,4965,male,krill,adult,underweight,2023
Adelie,Dream,36.4,24,236,5060,male,krill,adult,underweight,2023
Adelie,Dream,27,19.1,201,4644,male,krill,juvenile,healthy,2023
Adelie,Dream,32.1,18.9,234,5474,male,krill,adult,healthy,2023
Adelie,Dream,20.6,15.8,199,4794,male,krill,juvenile,healthy,2023
Adelie,Dream,21.3,17.1,196,5737,male,krill,juvenile,overweight,2023
Adelie,Dream,22.2,17.4,192,4827,male,krill,juvenile,healthy,2023
Adelie,Dream,26.4,19.1,195,4502,male,krill,juvenile,healthy,2023
Adelie,Dream,25.4,13.9,196,5351,male,krill,juvenile,overweight,2023
Adelie,Dream,28.9,17.5,215,4300,male,krill,juvenile,underweight,2023
Adelie,Dream,37.5,22.4,222,4986,male,krill,adult,underweight,2023
Adelie,Dream,38.8,19.4,209,5047,male,krill,adult,underweight,2023
Adelie,Dream,19.8,17.2,184,4611,male,krill,juvenile,healthy,2023
Adelie,Dream,29,16.9,160,4722,male,krill,juvenile,healthy,2023
Adelie,Dream,25.7,16.1,196,4870,male,krill,juvenile,healthy,2023
Adelie,Dream,22.8,17.2,199,4272,male,krill,juvenile,underweight,2023
Adelie,Dream,22.3,19.7,191,4576,male,krill,juvenile,healthy,2023
Adelie,Dream,31.8,16.8,174,2900,female,parental,chick,healthy,2023
Adelie,Dream,37.8,16.1,169,3001,female,parental,chick,healthy,2023
Adelie,Dream,34.5,15.2,166,3013,female,parental,chick,healthy,2023
Adelie,Dream,19.1,19.5,170,3038,female,parental,chick,healthy,2023
Adelie,Dream,28.3,13.6,166,2646,female,parental,chick,underweight,2023
Adelie,Dream,23.7,13.2,156,3024,female,parental,chick,healthy,2023
Adelie,Dream,37.5,14.7,177,2756,female,parental,chick,underweight,2023
Adelie,Dream,34,14.9,189,3284,female,parental,chick,overweight,2023
Adelie,Dream,30.8,15.3,173,3209,female,parental,chick,overweight,2023
Adelie,Dream,27.9,13.1,173,3231,female,parental,chick,overweight,2023
Adelie,Dream,32.1,18.9,185,2508,female,parental,chick,underweight,2023
Adelie,Dream,27.8,14.9,208,3524,male,parental,chick,healthy,2023
Adelie,Dream,32.1,16.5,180,3794,male,parental,chick,healthy,2023
Adelie,Dream,37.5,18.7,190,3757,male,parental,chick,healthy,2023
Adelie,Dream,25.4,17.7,187,3411,male,parental,chick,healthy,2023
Adelie,Dream,28.7,14.5,178,3850,male,parental,chick,overweight,2023
Adelie,Dream,29.5,13.7,178,3675,male,parental,chick,healthy,2023
Adelie,Dream,32.3,13.6,158,3441,male,parental,chick,healthy,2023
Adelie,Dream,32.4,15.1,179,3309,male,parental,chick,underweight,2023
Adelie,Dream,33.1,14.4,181,3357,male,parental,chick,underweight,2023
Adelie,Dream,35.9,17.5,177,3574,male,parental,chick,healthy,2023
Adelie,Dream,41.3,15.6,176,3170,male,parental,chick,underweight,2023
Adelie,Dream,28.4,18,176,3956,male,parental,chick,overweight,2023
Adelie,Dream,31.2,14.2,184,3803,male,parental,chick,overweight,2023
Adelie,Dream,34.5,19.4,188,3498,male,parental,chick,healthy,2023
Adelie,Dream,25.5,16.1,197,3471,male,parental,chick,healthy,2023
Adelie,Dream,33.7,18.6,204,3968,male,parental,chick,overweight,2023
Adelie,Dream,43,20.9,250,5048,female,squid,adult,overweight,2023
Adelie,Dream,29.3,17.8,180,4631,female,squid,juvenile,overweight,2023
Adelie,Dream,33.2,16.2,221,4794,male,squid,juvenile,healthy,2023
Adelie,Dream,31.9,17.4,229,6876,male,squid,adult,overweight,2023
Adelie,Torgensen,38.4,14.9,225,4651,female,fish,juvenile,overweight,2023
Adelie,Torgensen,73.3,17.8,207,5377,female,fish,juvenile,overweight,2023
Adelie,Torgensen,47.4,13.7,218,4925,female,fish,juvenile,overweight,2023
Adelie,Torgensen,52.3,21.8,228,6079,female,fish,adult,overweight,2023
Adelie,Torgensen,36.5,16.6,229,4951,female,fish,juvenile,overweight,2023
Adelie,Torgensen,50.1,19.1,220,4956,female,fish,juvenile,overweight,2023
Adelie,Torgensen,33.7,16.6,219,4539,female,fish,juvenile,overweight,2023
Adelie,Torgensen,55,17.8,242,4467,female,fish,adult,healthy,2023
Adelie,Torgensen,42.2,14.3,200,4841,female,fish,juvenile,overweight,2023
Adelie,Torgensen,46.5,21.1,214,5973,female,fish,adult,overweight,2023
Adelie,Torgensen,34.6,18.3,256,5683,female,fish,adult,overweight,2023
Adelie,Torgensen,55.4,19.6,237,5757,female,fish,adult,overweight,2023
Adelie,Torgensen,49.2,15.6,190,4937,female,fish,juvenile,overweight,2023
Adelie,Torgensen,43.3,17,212,6058,female,fish,juvenile,overweight,2023
Adelie,Torgensen,43.7,19.4,242,6138,female,fish,adult,overweight,2023
Adelie,Torgensen,62.9,13.5,231,4278,female,fish,juvenile,healthy,2023
Adelie,Torgensen,49.2,15.6,223,4995,female,fish,juvenile,overweight,2023
Adelie,Torgensen,47.2,20.2,224,5556,female,fish,juvenile,overweight,2023
Adelie,Torgensen,59.8,17.4,217,4367,female,fish,adult,healthy,2023
Adelie,Torgensen,43.6,18.8,208,4972,female,fish,juvenile,overweight,2023
Adelie,Torgensen,63.1,20.7,279,7121,male,fish,adult,overweight,2023
Adelie,Torgensen,52.7,19.2,223,5949,male,fish,juvenile,overweight,2023
Adelie,Torgensen,50,18.6,270,7625,male,fish,adult,overweight,2023
